date,retweets,favorites,text,permalink
8/26/18 0:22,0,0,How are the brakes automatically activated?? *poof*,https://twitter.com/Mark_Jel/status/1033570429804466177
8/26/18 0:20,4,5,7 trains are running with delays in both directions because a train's brakes were automatically activated at Vernon Blvd-Jackson Av.,https://twitter.com/NYCTSubway/status/1033569779020443655
8/25/18 22:37,4,7,Northbound E and F trains are running with delays because a train's brakes were automatically activated at 5 Av-53 St.,https://twitter.com/NYCTSubway/status/1033543819831128065
8/25/18 19:35,2,8,Southbound 1 trains are running with delays because a train's brakes automatically activated at 125 St and we're investigating the cause.,https://twitter.com/NYCTSubway/status/1033498067935350786
8/24/18 19:20,0,0,which one of these systems activated the brakes?,https://twitter.com/inthesegenes/status/1033131885453615104
8/24/18 19:16,0,1,"it appears something activated the brakes"", the 846 page report reads. ""Upon closer inspection these are loafers""""",https://twitter.com/nyct_watch/status/1033131084568055809
8/24/18 19:05,0,0,"You must FIX your system so that EMERGENCY brakes are not “AUTOMATICALLY” activated, so as not to repeatedly delay commutes for hundreds of people. Oh, and we’re past Fulton, train remains at a standstill. @ NYGovCuomo @ CynthiaNixon",https://twitter.com/MichaelBerlind/status/1033128238174953473
8/24/18 18:42,0,0,Thank you for this information. The train's brakes were activated causing the train crew to investigate the cause. Service has resumed with delays at this time. ^JZ,https://twitter.com/NYCTSubway/status/1033122471107604480
8/24/18 18:41,0,0,Hi. We have safety system in place to prevent accident. The brakes were activated by one of these safety systems. ^DG,https://twitter.com/NYCTSubway/status/1033122140768423937
8/24/18 18:40,0,0,Good Evening. There are delays because a train's brakes were activated at Fulton St and 42 St which caused congestion along the line. Please bear with us as congestion alleviates. ^JZ,https://twitter.com/NYCTSubway/status/1033121797540114437
8/24/18 18:38,3,2,"Service Update: Southbound A and C trains are stopping along the D line from 59 Stto 34 St then along the F line to Jay St because a train's brakes were automatically activated at Fulton St. Expect delays in A, B, C, D, F and M train service.",https://twitter.com/NYCTSubway/status/1033121300838006789
8/24/18 18:36,0,0,Good Evening. A train's brakes were activated at Fulton St and the crew is investigating. Service is being rerouted over the 6 Av lines into Brooklyn. For more information please visit http://www.mta.info/status/subway/ACE/25585837 … ^JZ,https://twitter.com/NYCTSubway/status/1033120999561211911
8/24/18 18:35,0,0,"@ NYCTSubway Conductor said brakes were pulled at Fulton not W4, were there 2 trains tonight?",https://twitter.com/Kapustaglowa/status/1033120537399177216
8/24/18 18:35,0,0,"Hi Lucas, A train brakes were activated and our crew is investigating the cause. This is causing delays in A and C train service. We hope to have your train moving soon, and we apologize for the inconvenience. ^DJP",https://twitter.com/NYCTSubway/status/1033120533406248961
8/24/18 18:34,0,0,@ NYCTSubway sucks! One train with emergency brakes on shuts down a whole fucking line!!!!,https://twitter.com/melissazodi/status/1033120486270676992
8/24/18 18:32,5,7,Southbound A and C train service changes and delays because a train's brakes were automatically activated at Fulton St. See http://mta.info,https://twitter.com/NYCTSubway/status/1033119881988898822
8/24/18 18:27,0,0,The train crew is investigating the cause of the brakes being activated at this time. We are hoping to have service moving shortly. ^JZ,https://twitter.com/NYCTSubway/status/1033118569599512576
8/24/18 17:54,0,0,"Good Evening. A train's brakes were activated at 42 St causing delays in southbound A, C, and E train service. We are investigating the cause as our crews are on the scene. Please bear with us as we restore service. ^JZ",https://twitter.com/NYCTSubway/status/1033110336352776192
8/24/18 17:52,0,0,@ NYCTSubway @ MTA are we ever going to be allowed to get off a train at 42 st? Trapped because of “emergency brakes “ activated but we’re in the station!,https://twitter.com/aes360/status/1033109773892419584
8/24/18 17:51,2,3,Southbound A trains are running local from 59 St to Canal St because a train's brakes were automatically activated at 42 St.,https://twitter.com/NYCTSubway/status/1033109561882935297
8/24/18 17:48,0,1,Downtown A train emergency brakes activated just shy of the 42nd St platform and we are trapped in this train while it is “investigated “. Are you frickin kidding me with this?!?!?!?! @ NYCTSubway @ CynthiaNixon @ 2AvSagas # CuomosMTA,https://twitter.com/DACinNYC/status/1033108721503797250
8/24/18 10:20,1,1,Canarsie-bound L trains are running with delays because a train's brakes were automatically activated at New Lots Av.,https://twitter.com/NYCTSubway/status/1032996002834333696
8/23/18 21:50,0,1,Good Evening. The train's brakes can be activated by a number of causes. A signal issue could trigger the brake activation or the emergency cord can be pulled as well. I hope this information was helpful. ^JZ,https://twitter.com/NYCTSubway/status/1032807305488805888
8/23/18 21:47,0,0,@ NYCTSubway general question when you get a chance. What is the primary cause of a train’s brakes automatically activating,https://twitter.com/danbyrevisited/status/1032806689760792577
8/23/18 21:37,2,6,Southbound 4 trains are running with delays because a train's brakes were automatically activated at 149 St.,https://twitter.com/NYCTSubway/status/1032804132816609281
8/23/18 10:56,1,1,"Good Morning Richie. At this time we do not have the reason why the train's brakes was activated at DeKalb Av, it is still under investigation. There are various reasons a trains brakes are activated. ^AM",https://twitter.com/NYCTSubway/status/1032642722434310144
8/23/18 10:52,1,1,"@ nyctsubway (everyone should read this) this explains the activated emergency brakes"" issue that is continuing to happen. This entire system is soo poorly managed. The decision making must be made by very unintelligent people, because this is absurd pic.",https://twitter.com/kelmariecc/status/1032641682431520768
8/23/18 10:11,0,0,"But are these mechanical breakdowns? Or did a train run a signal? Or did a passenger pull the cord? Since I gather it takes some time to reset the brakes, this is a plague. pic.twitter.com/0yzWBuECMu",https://twitter.com/SubwayTidbits/status/1032631388149870593
8/23/18 10:08,0,1,The brakes problem is a mystery. Emergency cord pulled? Red signal passed? # MTA @ nyctsubway provides no explanation. I assume it's in part a reclassification b/c I don't recall alerts re brakes in the past. Here's the last two weeks just on the lines I subscribe for. # nycsubwaypic.twitter.com/ZUacrw0RH5,https://twitter.com/SubwayTidbits/status/1032630631124090882
8/23/18 10:03,0,0,Hi Samson.Dispatch may have reroute your train for service. because of the earlier train that had it's brakes automatically activated at DeKalb Av. We apologize no announcements were made and understand how frustrating that can be. ^AM,https://twitter.com/NYCTSubway/status/1032629446665293824
8/23/18 9:35,1,3,"The @ MTA does everything to hide it but the brakes are activating due to a combo of faulty signal trippers & broken guages according to local union 100, Up to 90 percent of the speedometers on the D line don’t work"" & if a conductor goes 12mph in a 10mph zone, boom, ebrakes.""",https://twitter.com/iamChrisVolpe/status/1032622248782385157
8/23/18 9:17,3,4,B and Q train service is resuming after a train's brakes were automatically activated at DeKalb Av. Please continue to expect delays. https://twitter.com/NYCTSubway/status/1032606742562201600 …,https://twitter.com/NYCTSubway/status/1032617737984598017
8/23/18 9:16,0,0,"B and Q trains are now resuming service after a train's brakes were automatically activated at DeKalb Av. Please continue to expect delays as congestion clears. Thank you for your patience, ^TBJ",https://twitter.com/NYCTSubway/status/1032617457654132736
8/23/18 8:52,0,0,What caused the brakes to activate?,https://twitter.com/iamChrisVolpe/status/1032611439683534848
8/23/18 8:52,0,1,This is ANOTHER MASSIVE DELAY caused by the @ MTA 's OWN NEGLECT. Which supervisor commissioned this train for use w/ faulty gear that caused these brakes to activate? They should be fired along with the people running this account bc you are LYING. # accountability,https://twitter.com/iamChrisVolpe/status/1032611439670906880
8/23/18 8:39,0,1,@ NYCTSubway Why is it always such a mystery when the trains brakes are set off. Are these trains new? (No. They’re ancient artifacts.) I’ve at Church for 20 minutes waiting for maybe the B or Q to move but apparently not today.,https://twitter.com/Tizzle_Fizzle/status/1032608201857003520
8/23/18 8:37,0,3,Holy crackers! That is your response? Not only have the emergency brakes been hit for no real reason but the doors won't open causing further stress and anxiety. You need to find the reason for the constant ER brakes across the fleet multiple times a day and fix it!,https://twitter.com/exenezoom/status/1032607683231326208
8/23/18 8:36,0,1,@ NYCTSubway I feel this “brakes” situation is happening like every day. Commutes are a nightmare!,https://twitter.com/Arctic_Alice/status/1032607471448281090
8/23/18 8:34,0,0,Good Morning. That train's brakes were automatically activated. We are investigating the cause to determine if it's safe for this train to proceed. We hope to resume service shortly. ^JL,https://twitter.com/NYCTSubway/status/1032607060775628801
8/23/18 8:33,0,0,@ NYCTSubway can we get an update on the train at Dekalb with brakes in emergency,https://twitter.com/Beks17Bk/status/1032606873797775360
8/23/18 8:33,6,11,Northbound B and Q trains are running with delays because a train's brakes were automatically activated at DeKalb Av and we are investigating the cause.,https://twitter.com/NYCTSubway/status/1032606742562201600
8/23/18 8:30,0,0,"Good morning Rory. That can be a tricky situation. Once a train's brakes are activated, if the train moves slightly, doors cannot be open. What is your location, train line, and direction of travel so we can investigate? ^TBJ",https://twitter.com/NYCTSubway/status/1032605898630410241
8/23/18 8:14,0,1,Q train with brakes in emergency at DeKalb Ave… # qtrain @ A_W_Gordon @ 2AvSagas @ NYCTSubway,https://twitter.com/smackard/status/1032601998200393728
8/22/18 23:33,4,8,Southbound N trains are stopping along the Q line from Canal St to DeKalb Av because a train's brakes were automatically activated in the Montague St tube.,https://twitter.com/NYCTSubway/status/1032470812010401792
8/22/18 22:53,4,5,Southbound 4 trains are running with delays because of a train's brakes were automatically activated at Atlantic Av-Barclays Center.,https://twitter.com/NYCTSubway/status/1032460700982095872
8/22/18 21:53,0,0,Good Evening. A train's brakes were activated at 168 St and the train crew is investigating the cause. We are hoping to have service moving shortly. ^JZ,https://twitter.com/NYCTSubway/status/1032445778961358856
8/22/18 18:50,0,0,Good Evening. There are delays at this time. A train's brakes were activated at Delancey St and now there is a passenger in need of medical assistance at this location. Please bear with us as congestion alleviates. ^JZ,https://twitter.com/NYCTSubway/status/1032399528756998145
8/22/18 18:45,0,0,"Not even, the Twitter is saying brakes and the conductor himself is saying sick. What bullshit is this? I’m not even trying to go home, just see a sick relative. Like damn.",https://twitter.com/bigdogeatsmyass/status/1032398494798147584
8/22/18 18:43,0,0,There are no reports of passengers requiring medical assistance at Delancey St. There was a train investigating the cause of the brakes being activated. We are updating our channels at this time. ^JZ,https://twitter.com/NYCTSubway/status/1032397763470925824
8/22/18 18:39,0,0,Good Evening. A train's brakes were activated at Delancey St and the train crew is investigating the cause. We are hoping to have service moving shortly. ^JZ,https://twitter.com/NYCTSubway/status/1032396827453206528
8/22/18 18:30,0,0,Good Evening. The train crew is currently investigating the cause of the brakes activation. Please bear us while we conclude the investigation and resume service. ^JZ,https://twitter.com/NYCTSubway/status/1032394732834615296
8/22/18 18:28,0,0,Good Evening. The train crew is investigating the cause of the brakes being activated. Please bear with us as we attempt to restore service. ^JZ,https://twitter.com/NYCTSubway/status/1032394150866386944
8/22/18 18:22,6,7,Southbound F trains are stopping along the A line from W 4 St to Jay St because a train's brakes were automatically activated at Delancey St.,https://twitter.com/NYCTSubway/status/1032392626165575681
8/22/18 8:37,4,4,Northbound D trains are stopping along the F line from Coney Island to W 4 St Northbound N trains are stopping along the Q line from Coney Island to Canal St. These service changes are because a train's brakes were automatically activated at 36 St (Bklyn).,https://twitter.com/NYCTSubway/status/1032245397937422339
8/22/18 8:36,0,0,Um. Ok. Maybe you want to respond to a trapped train with no ac. Joe lhota said there would be working ac. While were at it why are there multiple trains on multiple lines having brakes automatically activated. Sounds like a problem w the fleet. Maybe you should fix that.,https://twitter.com/exenezoom/status/1032245230668537856
8/22/18 8:33,0,0,Good Morning Layla. We apologized no announcements were made but one southbound D train was send local by the dispatcher to adjust schedule because there is a train that has it's brakes activated at 36 St (Bklyn). ^AM,https://twitter.com/NYCTSubway/status/1032244287008854016
8/22/18 8:21,0,0,@ NYCTSubway D train is about 3/4 pulled into the station right now but the emergency brakes have been activated. Can you please explain why the doors on the front half of the train cannot be opened???,https://twitter.com/yydl/status/1032241324211220481
8/22/18 8:08,0,0,"Hi Bridget, we just received word about that train emergency brakes being activated. The train crew will be investigating and we're hoping it doesn't take too long and begin to move shortly after. ^SL",https://twitter.com/NYCTSubway/status/1032238126184509441
8/22/18 8:08,0,1,"Brakes have been activated on NB D train at 36th street, no one can get on/off the train. Thank you! @ MTA @ NYCTSubway",https://twitter.com/foreverYeung28/status/1032237961633513473
8/21/18 9:31,0,0,Anyone else notice how recently there have been a rash of trains’ brakes being automatically activated? This is happening multiple times a day for the past few days and possibly longer. What the deal is?,https://twitter.com/JustWhitkin/status/1031896649193467905
8/21/18 9:02,0,0,"Hi, there. Sorry for the confusion - there are some delays on A trains right now because a train's brakes were automatically activated at Nostrand Av. ^HKD",https://twitter.com/NYCTSubway/status/1031889280975757312
8/21/18 8:45,3,4,Northbound A trains are running local from Utica Av to Hoyt because a train's brakes were automatically activated at Nostrand Av.,https://twitter.com/NYCTSubway/status/1031885001019809793
8/21/18 8:39,0,1,"# nyctsubway a train's brakes were automatically activated"" the new way transit has found to make you late for everything.""",https://twitter.com/256ShadesofGrey/status/1031883392688762880
8/21/18 8:25,0,0,What caused the brakes to activate? Who is responsible? What are you doing to prevent it from happening again?,https://twitter.com/iamChrisVolpe/status/1031880090085478401
8/21/18 8:15,0,1,"@ NYCTSubway @ MTA @ NYCMayor @ NYGovCuomo These constant brakes were automatically activated"" excuses have to stop. Its not as if NYers are pulling the emergency brake on the trains. We are already delayed as hell trying to get where we need to go. Fix y",https://twitter.com/Angelluv1819/status/1031877522236100608
8/21/18 8:06,1,4,Northbound A trains are running with delays because a train's brakes were automatically activated at Nostrand Av and we are investigating the cause.,https://twitter.com/NYCTSubway/status/1031875275578134529
8/21/18 2:34,0,0,"Hi, Desiree. Trains brakes were automatically activated. Good new! The crew investigated and the train should be moving now. ^RT",https://twitter.com/NYCTSubway/status/1031791662136262656
8/21/18 2:25,1,3,2 trains are running with delays in both directions because a train's brakes were automatically activated at 3 Av-149 St.,https://twitter.com/NYCTSubway/status/1031789456238497792
8/20/18 22:12,1,2,Northbound D trains are running express from Tremont Av to Bedford Park Blvd because of a train's brakes being automatically activated at 182 St-183 St.,https://twitter.com/NYCTSubway/status/1031725650447659008
8/20/18 13:32,0,0,Hi. Why were brakes activated?,https://twitter.com/armenoush_nyc/status/1031594867573575680
8/20/18 10:31,7,3,Main St-bounds 7 trains are running with delays because a train's brakes were automatically activated at Junction Blvd and we are investigating the cause.,https://twitter.com/NYCTSubway/status/1031549198255226880
8/20/18 7:54,7,4,Southbound F and M trains are running with delays because a train's brakes were automatically activated at W 4 St-Washington Sq.,https://twitter.com/NYCTSubway/status/1031509788239323136
8/20/18 2:42,0,0,"The arriving train experienced its train's brakes automatically activated at 3 Av causing a delay. We see a train approaching 8 Av, were you able to board? ^JG",https://twitter.com/NYCTSubway/status/1031431168556773376
8/20/18 2:36,0,1,There are crews working along the tracks that caused the train's brakes to automatically activate. We see that the train is now proceeding. We are sorry for the lack of onboard announcements. ^JG,https://twitter.com/NYCTSubway/status/1031429668627460096
8/20/18 2:25,0,0,There is a train ahead that experienced its brakes automatically activated. We have maintenance crews working along the tracks. The train will be proceeding shortly. ^JG,https://twitter.com/NYCTSubway/status/1031426933270224896
8/20/18 2:16,0,0,Good morning. We are receiving a report of a train's brakes automatically activated. The crew is investigating the cause. ^JG,https://twitter.com/NYCTSubway/status/1031424726273544192
8/19/18 21:28,0,1,"After an investigation, it was determined that a signal problem caused the brakes to activate.",https://twitter.com/SarahMeyerNYC/status/1031352253121290240
8/19/18 21:04,0,1,Good evening. There was a report of a bucket on the tracks that caused the brakes to be activated. ^CB,https://twitter.com/NYCTSubway/status/1031346104980439040
8/19/18 20:48,0,1,"Hi, what was the cause of brakes activating here? Was there an update posted on twitter?",https://twitter.com/armenoush_nyc/status/1031342233843314689
8/19/18 20:47,0,0,"Hi, was there ever an update for why brakes were activated in this instance?",https://twitter.com/armenoush_nyc/status/1031341941752045572
8/19/18 20:45,0,1,"Hi, what was the reason for brakes activating here? I don't see an update to this tweet/thread.",https://twitter.com/armenoush_nyc/status/1031341428285366273
8/19/18 16:04,2,3,Broadway Junction-bound L trains are running with delays because a train's brakes activated at Morgan Av and we're investigating the cause.,https://twitter.com/NYCTSubway/status/1031270664051863552
8/19/18 10:09,0,0,"Where is the promised report of what actually happened here, as opposed to the blanket “brakes automatically activated” statement? https://mobile.twitter.com/SarahMeyerNYC/status/1030066673905221633 …",https://twitter.com/MJHDBQ/status/1031181380053557251
8/19/18 8:26,0,0,How do you allow train brakes to just be automatically activated.,https://twitter.com/elvirthesultan/status/1031155544353058818
8/19/18 8:01,4,9,Northbound F trains are running with delays because a train's brakes were automatically activated at 18 Av and we are investigating the caus,https://twitter.com/NYCTSubway/status/1031149224086433792
8/19/18 7:25,5,7,Northbound 2 and 3 trains are running with delays because a train's brakes were automatically activated at Central Park North (110 St).,https://twitter.com/NYCTSubway/status/1031140153836937216
8/18/18 11:09,1,4,Southbound C trains are running with delays because a train's brakes were automatically activated at 155 St and we are investigating the cause.,https://twitter.com/NYCTSubway/status/1030833973566611456
8/17/18 10:57,0,1,We are sorry about that. The emergency brakes were activated causing the sudden stop. ^JP,https://twitter.com/NYCTSubway/status/1030468674493313024
8/17/18 10:29,2,1,Southbound 6 trains are running with delays because a train's brakes were automatically activated at Canal St and we are investigating the cause.,https://twitter.com/NYCTSubway/status/1030461511725199360
8/17/18 10:25,1,1,Southbound 1 trains are running express from Van Cortlandt Park-242 St to 215 St because a train's brakes were automatically activated at 225 St and we are investigating the cause.,https://twitter.com/NYCTSubway/status/1030460498435821568
8/17/18 2:10,2,4,Southbound 2 & 4 trains are running with delays because of a train's brakes were activated at Nostrand Av & we're investigating the cause.,https://twitter.com/NYCTSubway/status/1030336071962423296
8/16/18 23:20,0,0,It’s “moving” now. And by “moving” i mean making the sharpest of slamming on the brakes between stations.,https://twitter.com/FedermanBen/status/1030293244075278341
8/16/18 15:26,0,0,Good Afternoon. There is a northbound E train leaving Spring St at this time. There are residual delays following an earlier incident involving a train's brakes being activated at Canal St. ^JZ,https://twitter.com/NYCTSubway/status/1030173888964161536
8/16/18 15:19,3,2,7 & 7 express train service changes and delays because a train's brakes were automatically activated at 111 St. See http://mta.info,https://twitter.com/NYCTSubway/status/1030172250786418688
8/16/18 15:14,0,0,Good Afternoon. There are signal problems at Chambers St and a train's brakes being activated at Canal St. For more info please visit http://www.mta.info/status/subway/ACE/25574114 … ^JZ,https://twitter.com/NYCTSubway/status/1030170923675074561
8/16/18 15:11,0,1,Good Afternoon. The train crew is investigating the cause of the train's brakes being activated. We are hoping to have service moving shortly. ^JZ,https://twitter.com/NYCTSubway/status/1030170227080876032
8/16/18 15:09,2,2,"Southbound A, C and E trains are running with delays because a train's brakes were automatically activated at Canal St.",https://twitter.com/NYCTSubway/status/1030169787647840256
8/16/18 14:59,1,2,Southbound A and C trains are running with delays because a train's brakes were automatically activated at Chambers St.,https://twitter.com/NYCTSubway/status/1030167161069809666
8/16/18 14:54,0,1,hope the same maintenance people don’t work on the brakes,https://twitter.com/ddenoff/status/1030165924295389185
8/16/18 10:33,0,1,"What percentage of brakes activated are due to signals, switches, other reasons? Do you have percentage breakdowns you can share?",https://twitter.com/armenoush_nyc/status/1030100360147419136
8/16/18 10:21,0,0,"Hi, Kelly. Yes, we have posted mechanical problem"" in the past and changed it to brakes activated to stay more transparent. ^JP""",https://twitter.com/NYCTSubway/status/1030097312519991297
8/16/18 8:32,0,1,"There's been a noticeable rise in brakes activated"" messages this year. What were they before? Were they all ""mechanical issue""?""",https://twitter.com/armenoush_nyc/status/1030069740679716864
8/16/18 8:20,0,1,"There is nothing fake"" about the information we provide. The trains' brakes were activated in this instance..and just like when a car breaks down, you might not be able to immediately determine the cause. When we can determine the cause, we report it out.""",https://twitter.com/SarahMeyerNYC/status/1030066673905221633
8/16/18 3:27,0,1,‘Brakes activated’ is the crappiest copout. It sure fits the narrative of bullshit obfuscating communication to hide behind a generic term. Protip: Being blamed is not your biggest problem here. That you don’t get that means you’re not part of solution. # CuomosMTA # CynthiaForNY,https://twitter.com/dream_king/status/1029993099316133888
8/16/18 0:53,0,0,"Good morning. When a train's brakes are automatically activated, we must investigate why. It could be a mechanical problem, or an obstruction on the track or because someone has pulled the emergency brake cord from inside the train. ^JG",https://twitter.com/NYCTSubway/status/1029954393347710976
8/15/18 21:55,0,0,People have noticed that. I asked MTA and a press person said other some other events are now classified as “brakes activated” (such as debris on the tracks),https://twitter.com/gregmocker/status/1029909588647272448
8/15/18 17:40,0,1,It’s ironic how “train brakes” activate themself on a different train track daily,https://twitter.com/JoannaS52497930/status/1029845267414167552
8/15/18 17:34,0,1,@ NYCTSubway EXPLAIN THIS. HOW MANY TRAINS HAVE THEIR “BRAKES ACTIVATED” EVERYDAY FOR A MONTH? YOU REALIZE WE KNOW IT’S FAKE. @ gregmockerpic.twitter.com/aT5IryTXpr,https://twitter.com/ImpeachDaOrange/status/1029843714162741249
8/15/18 16:31,0,1,Here we go again !!! Another train with brakes activate !!! Every fucking day !! What the fuck is going on ??? START BOYCOTTING THE MTA.. they are making commute s fucking nightmare .. this is a new norm..!!!!,https://twitter.com/partapjagernau1/status/1029828049712439300
8/15/18 16:13,0,0,Good Afternoon. A train's brakes were activated at Grand Av which caused service changes and delays. We have just received word that the train is proceeding and service is set to resume with delays. ^JZ,https://twitter.com/NYCTSubway/status/1029823364792242176
8/15/18 16:08,0,1,"Are you saying you receive brakes activated"" information first and the real information later? How many minutes later on average?""",https://twitter.com/armenoush_nyc/status/1029822131213926400
8/15/18 16:05,5,6,Metropolitan Av-bound M and southbound R trains are running express from Forest Hills-71 Av to Jackson Hts-Roosevelt Av because a train's brakes were automatically activated at Grand Av-Newtown.,https://twitter.com/NYCTSubway/status/1029821307209363458
8/15/18 15:46,0,0,"I’m a Train Operator. All trains are equipped with emergency brakes. They are designed as a failsafe. If the trainline brake pipe is opened at any point, all of the air is vented out causing immediate application of max brake power. This feature saves lives.",https://twitter.com/EricEddy100/status/1029816668455948288
8/15/18 15:46,0,1,"The automatic brakes are often the first symptom of a larger issue. Instead of defaulting to “mechanical issue”, we've started to share the info we have. When we figure out why the brakes were activated quickly, we let you know like we did earlier today: https://twitter.com/NYCTSubway/status/1029737933425831936 …",https://twitter.com/NYCTSubway/status/1029816639037026307
8/15/18 13:03,0,0,WHY THERE ARE SO MANY BRAKE ACTIVATION.. everyday !! Are these trains equip with FAULTY BRAKES .. it’s crazy everyday !! All you get is fucking sorry for the inconvenience .. then you are late for work or wherever you going ..,https://twitter.com/partapjagernau1/status/1029775541673635840
8/15/18 11:13,0,0,Good morning. That is a very long time to be stuck between stations and we do apologize for this. There was debris on the tracks which caused the train's brakes to be activated. ^JP,https://twitter.com/NYCTSubway/status/1029747803717857280
8/15/18 10:45,0,1,"Good morning, Eric. Several factors could cause a train's brakes to be activated. Such as debris on the track area, signals, the emergency brake chord being pulled etc. We hope this information was helpful. ^CB",https://twitter.com/NYCTSubway/status/1029740750957887488
8/15/18 10:33,5,8,"Northbound A express service has resumed after a train's brakes were automatically activated. We drained water that was pooling at the signal, which also caused the earlier automatic brake activation.",https://twitter.com/NYCTSubway/status/1029737933425831936
8/15/18 10:28,0,5,"I’m certain that if someone takes the time to audit @ mta tweets, it’s really 2018 that uses “train brakes were activated” more often than previous years. This is because every time there’s a new problem, rather than accept responsibility, there’s a new generic BS excuse",https://twitter.com/MaeecsX/status/1029736545828458496
8/15/18 10:23,0,0,Why were brakes activated in this specific instance?,https://twitter.com/armenoush_nyc/status/1029735385465872386
8/15/18 10:22,0,4,Brakes were AUTOMATICALLY Activated? That sounds real safe! How does that even happen? # fail # straphanger # commute # mta # subway,https://twitter.com/ericgrizk/status/1029735001045258240
8/15/18 10:08,4,6,"N, Q, R and W train service is resuming after a train's brakes were automatically activated at Canal St. Please continue to expect delays. https://twitter.com/NYCTSubway/status/1029722346662387713 …",https://twitter.com/NYCTSubway/status/1029731571979493377
8/15/18 10:07,0,0,"We are sorry for delaying your trip, Kelly. We know it is very frustrating when these interruptions happen and it is not fun. The train operator had to walk around the train to find the cause of the brakes being activated. ^JP",https://twitter.com/NYCTSubway/status/1029731283583295489
8/15/18 9:51,0,1,"Well done, @ NYCTSubway Q train conductor and motorman, keeping us informed this morning as we sat on the Manhattan Bridge behind an N train with the emergency brakes activated. @ MTA # subwaydelays",https://twitter.com/susanger/status/1029727242824425472
8/15/18 9:44,0,1,"There are various reasons a trains brakes are activated. There could be a signal problem, someone could pull the emergency cord, there could be debris on the roadbed. There are various reasons for brake activation. ^AM",https://twitter.com/NYCTSubway/status/1029725514058084353
8/15/18 9:42,0,3,From somebody stuck on an N train on the bridge....is it emergency brakes at Canal or a stalled train on the bridge? Is it both and we all just live here now?,https://twitter.com/cosmonaut_ben/status/1029724923311337472
8/15/18 9:39,0,17,Interesting it takes 3 secs to activate the emergency brakes yet 1 hour to deactivate and reset. Signed a person who is stuck on the Manhattan bridge NOW. Why bother trying to be early for work?,https://twitter.com/BeltranRoderick/status/1029724369029881856
8/15/18 9:31,6,11,Northbound N and Q trains via R line from DeKalb Av to Canal St because a train's brakes were automatically activated at Canal St.,https://twitter.com/NYCTSubway/status/1029722346662387713
8/15/18 9:13,0,0,Yeh but those take time why does the mta not send emails ? Like you did this morning about brakes being active on an uptown train,https://twitter.com/EngDramaQu/status/1029717692297748480
8/15/18 8:20,4,3,Northbound A trains are running local from Euclid Av to Broadway Junction because a train's brakes were atomically activated at Liberty Av.,https://twitter.com/NYCTSubway/status/1029704359788113926
